model,family,pair_id,case_id,cluster_id,domain,contrast,phenotype,high_margin,low_margin,effect
qwen3-8b,structural,structural:procurement_suppliers-purchase_limit-00:sub-operations-no-gold:pre_action,procurement_suppliers-purchase_limit-00,resolve_purchase_limit,procurement_suppliers,sub-operations-no-gold,unavailable,-13.748581619112514,-3.830244573682485,9.918337045430029
qwen3-8b,structural,structural:procurement_suppliers-purchase_limit-00:sub-operations-no-last:after_penultimate_success,procurement_suppliers-purchase_limit-00,resolve_purchase_limit,procurement_suppliers,sub-operations-no-last,budget_exhausted,-29.85407246882928,-19.38695615186981,10.46711631695947
qwen3-8b,structural,structural:procurement_suppliers-purchase_limit-01:sub-operations-first-only:after_first_success,procurement_suppliers-purchase_limit-01,resolve_purchase_limit,procurement_suppliers,sub-operations-first-only,unavailable,-30.224095197104916,-15.875019521755107,14.349075675349809
qwen3-8b,structural,structural:procurement_suppliers-purchase_limit-01:sub-operations-no-first:pre_action,procurement_suppliers-purchase_limit-01,resolve_purchase_limit,procurement_suppliers,sub-operations-no-first,unavailable,-11.88872205356558,-11.966534585414124,-0.07781253184854364
qwen3-8b,structural,structural:procurement_suppliers-purchase_limit-01:sub-operations-no-gold:pre_action,procurement_suppliers-purchase_limit-01,resolve_purchase_limit,procurement_suppliers,sub-operations-no-gold,unavailable,-11.88872205356558,-10.452577225595547,1.4361448279700326
qwen3-8b,structural,structural:procurement_suppliers-purchase_limit-01:sub-operations-no-last:after_penultimate_success,procurement_suppliers-purchase_limit-01,resolve_purchase_limit,procurement_suppliers,sub-operations-no-last,budget_exhausted,-32.59999037560529,-15.38320723052405,17.216783145081237
qwen3-8b,structural,structural:procurement_suppliers-purchase_limit-02:sub-operations-first-only:after_first_success,procurement_suppliers-purchase_limit-02,resolve_purchase_limit,procurement_suppliers,sub-operations-first-only,unavailable,-31.17907902530706,-15.750051540960179,15.429027484346882
qwen3-8b,structural,structural:procurement_suppliers-purchase_limit-02:sub-operations-no-first:pre_action,procurement_suppliers-purchase_limit-02,resolve_purchase_limit,procurement_suppliers,sub-operations-no-first,unavailable,-15.511916866435847,-12.643453856151709,2.868463010284138
qwen3-8b,structural,structural:procurement_suppliers-purchase_limit-02:sub-operations-no-gold:pre_action,procurement_suppliers-purchase_limit-02,resolve_purchase_limit,procurement_suppliers,sub-operations-no-gold,unavailable,-15.511916866435847,-9.519426486873279,5.992490379562568
qwen3-8b,structural,structural:procurement_suppliers-purchase_limit-02:sub-operations-no-last:after_penultimate_success,procurement_suppliers-purchase_limit-02,resolve_purchase_limit,procurement_suppliers,sub-operations-no-last,budget_exhausted,-23.723808907642997,-15.500001526086109,8.223807381556888
qwen3-8b,structural,structural:procurement_suppliers-purchase_limit-03:sub-operations-first-only:after_first_success,procurement_suppliers-purchase_limit-03,resolve_purchase_limit,procurement_suppliers,sub-operations-first-only,budget_exhausted,-27.372174588861412,-14.125096482634447,13.247078106226965
qwen3-8b,structural,structural:procurement_suppliers-purchase_limit-03:sub-operations-no-first:pre_action,procurement_suppliers-purchase_limit-03,resolve_purchase_limit,procurement_suppliers,sub-operations-no-first,unavailable,-20.68366049145724,-15.324516684386396,5.3591438070708435
qwen3-8b,structural,structural:procurement_suppliers-purchase_limit-03:sub-operations-no-gold:pre_action,procurement_suppliers-purchase_limit-03,resolve_purchase_limit,procurement_suppliers,sub-operations-no-gold,unavailable,-20.68366049145724,-4.007314635865079,16.67634585559216
qwen3-8b,structural,structural:procurement_suppliers-purchase_limit-03:sub-operations-no-last:after_penultimate_success,procurement_suppliers-purchase_limit-03,resolve_purchase_limit,procurement_suppliers,sub-operations-no-last,budget_exhausted,-27.0991408498682,-14.375003793141218,12.724137056726981
qwen3-8b,structural,structural:procurement_suppliers-purchase_limit-04:sub-operations-first-only:after_first_success,procurement_suppliers-purchase_limit-04,resolve_purchase_limit,procurement_suppliers,sub-operations-first-only,budget_exhausted,-32.684816640781946,-15.250025138133196,17.43479150264875
qwen3-8b,structural,structural:procurement_suppliers-purchase_limit-04:sub-operations-no-first:pre_action,procurement_suppliers-purchase_limit-04,resolve_purchase_limit,procurement_suppliers,sub-operations-no-first,unavailable,-19.90745003721188,-16.07698040811323,3.8304696290986513
qwen3-8b,structural,structural:procurement_suppliers-purchase_limit-04:sub-operations-no-gold:pre_action,procurement_suppliers-purchase_limit-04,resolve_purchase_limit,procurement_suppliers,sub-operations-no-gold,unavailable,-19.90745003721188,-7.187564357219394,12.719885679992487
qwen3-8b,structural,structural:procurement_suppliers-purchase_limit-04:sub-operations-no-last:after_penultimate_success,procurement_suppliers-purchase_limit-04,resolve_purchase_limit,procurement_suppliers,sub-operations-no-last,budget_exhausted,-26.22380323907298,-15.250001538584627,10.973801700488352
qwen3-8b,structural,structural:procurement_suppliers-quote_rank-00:sub-operations-first-only:after_first_success,procurement_suppliers-quote_rank-00,resolve_quote_rank,procurement_suppliers,sub-operations-first-only,budget_exhausted,-49.02047397364846,-21.40964982163686,27.610824152011595
qwen3-8b,structural,structural:procurement_suppliers-quote_rank-00:sub-operations-no-first:pre_action,procurement_suppliers-quote_rank-00,resolve_quote_rank,procurement_suppliers,sub-operations-no-first,unavailable,-14.415641925293933,-12.447511763450152,1.9681301618437814
qwen3-8b,structural,structural:procurement_suppliers-quote_rank-00:sub-operations-no-gold:pre_action,procurement_suppliers-quote_rank-00,resolve_quote_rank,procurement_suppliers,sub-operations-no-gold,unavailable,-14.415641925293933,-8.512266841325484,5.903375083968449
qwen3-8b,structural,structural:procurement_suppliers-quote_rank-00:sub-operations-no-last:after_penultimate_success,procurement_suppliers-quote_rank-00,resolve_quote_rank,procurement_suppliers,sub-operations-no-last,budget_exhausted,-41.47379904257101,-20.00676214665321,21.4670368959178
qwen3-8b,structural,structural:procurement_suppliers-quote_rank-01:sub-operations-first-only:after_first_success,procurement_suppliers-quote_rank-01,resolve_quote_rank,procurement_suppliers,sub-operations-first-only,budget_exhausted,-41.76848604336247,-19.16514703229599,22.60333901106648
qwen3-8b,structural,structural:procurement_suppliers-quote_rank-01:sub-operations-no-first:pre_action,procurement_suppliers-quote_rank-01,resolve_quote_rank,procurement_suppliers,sub-operations-no-first,unavailable,-20.99312940437133,-20.727866578593662,0.26526282577766835
qwen3-8b,structural,structural:procurement_suppliers-quote_rank-01:sub-operations-no-gold:pre_action,procurement_suppliers-quote_rank-01,resolve_quote_rank,procurement_suppliers,sub-operations-no-gold,unavailable,-20.99312940437133,-14.105826159214736,6.887303245156595
qwen3-8b,structural,structural:procurement_suppliers-quote_rank-01:sub-operations-no-last:after_penultimate_success,procurement_suppliers-quote_rank-01,resolve_quote_rank,procurement_suppliers,sub-operations-no-last,unavailable,-41.34880024053698,-31.066082544574343,10.282717695962639
qwen3-8b,structural,structural:procurement_suppliers-quote_rank-02:sub-operations-first-only:after_first_success,procurement_suppliers-quote_rank-02,resolve_quote_rank,procurement_suppliers,sub-operations-first-only,budget_exhausted,-45.84881669412374,-19.078489045605586,26.770327648518155
qwen3-8b,structural,structural:procurement_suppliers-quote_rank-02:sub-operations-no-first:pre_action,procurement_suppliers-quote_rank-02,resolve_quote_rank,procurement_suppliers,sub-operations-no-first,unavailable,-19.986461556223922,-17.73565254394812,2.250809012275802
qwen3-8b,structural,structural:procurement_suppliers-quote_rank-02:sub-operations-no-gold:pre_action,procurement_suppliers-quote_rank-02,resolve_quote_rank,procurement_suppliers,sub-operations-no-gold,unavailable,-19.986461556223922,-15.473591300378843,4.51287025584508
qwen3-8b,structural,structural:procurement_suppliers-quote_rank-02:sub-operations-no-last:after_penultimate_success,procurement_suppliers-quote_rank-02,resolve_quote_rank,procurement_suppliers,sub-operations-no-last,budget_exhausted,-35.9737967799151,-31.114878131694624,4.858918648220474
qwen3-8b,structural,structural:procurement_suppliers-quote_rank-03:sub-operations-first-only:after_first_success,procurement_suppliers-quote_rank-03,resolve_quote_rank,procurement_suppliers,sub-operations-first-only,budget_exhausted,-48.53634808766559,-18.05265156314352,30.483696524522067
qwen3-8b,structural,structural:procurement_suppliers-quote_rank-03:sub-operations-no-first:pre_action,procurement_suppliers-quote_rank-03,resolve_quote_rank,procurement_suppliers,sub-operations-no-first,budget_exhausted,-16.623932567730733,-16.8669505433756,-0.24301797564486805
qwen3-8b,structural,structural:procurement_suppliers-quote_rank-03:sub-operations-no-gold:pre_action,procurement_suppliers-quote_rank-03,resolve_quote_rank,procurement_suppliers,sub-operations-no-gold,unavailable,-16.623932567730733,-9.707536484856291,6.916396082874442
qwen3-8b,structural,structural:procurement_suppliers-quote_rank-03:sub-operations-no-last:after_penultimate_success,procurement_suppliers-quote_rank-03,resolve_quote_rank,procurement_suppliers,sub-operations-no-last,budget_exhausted,-43.973799519008246,-29.83547737787822,14.138322141130025
qwen3-8b,structural,structural:procurement_suppliers-quote_rank-04:sub-operations-first-only:after_first_success,procurement_suppliers-quote_rank-04,resolve_quote_rank,procurement_suppliers,sub-operations-first-only,budget_exhausted,-42.34875860918185,-21.8228397497069,20.52591885947495
qwen3-8b,structural,structural:procurement_suppliers-quote_rank-04:sub-operations-no-first:pre_action,procurement_suppliers-quote_rank-04,resolve_quote_rank,procurement_suppliers,sub-operations-no-first,unavailable,-19.002163104151812,-20.768583775865835,-1.7664206717140232
qwen3-8b,structural,structural:procurement_suppliers-quote_rank-04:sub-operations-no-gold:pre_action,procurement_suppliers-quote_rank-04,resolve_quote_rank,procurement_suppliers,sub-operations-no-gold,unavailable,-19.002163104151812,-15.376753361252213,3.625409742899599
qwen3-8b,structural,structural:procurement_suppliers-quote_rank-04:sub-operations-no-last:after_penultimate_success,procurement_suppliers-quote_rank-04,resolve_quote_rank,procurement_suppliers,sub-operations-no-last,budget_exhausted,-38.723799566739274,-19.125005208203795,19.59879435853548
qwen3-8b,structural,structural:procurement_suppliers-receipt_variance-01:sub-operations-first-only:after_first_success,procurement_suppliers-receipt_variance-01,resolve_receipt_variance,procurement_suppliers,sub-operations-first-only,unavailable,-37.97410916596434,-24.756807864966397,13.217301300997946
qwen3-8b,structural,structural:procurement_suppliers-receipt_variance-01:sub-operations-no-first:pre_action,procurement_suppliers-receipt_variance-01,resolve_receipt_variance,procurement_suppliers,sub-operations-no-first,unavailable,-19.59733908677208,-17.805045595322206,1.7922934914498754
qwen3-8b,structural,structural:procurement_suppliers-receipt_variance-01:sub-operations-no-gold:pre_action,procurement_suppliers-receipt_variance-01,resolve_receipt_variance,procurement_suppliers,sub-operations-no-gold,budget_exhausted,-19.59733908677208,-16.069440613528087,3.5278984732439937
qwen3-8b,structural,structural:procurement_suppliers-receipt_variance-01:sub-operations-no-last:after_penultimate_success,procurement_suppliers-receipt_variance-01,resolve_receipt_variance,procurement_suppliers,sub-operations-no-last,budget_exhausted,-44.09882073857214,-18.12500011977346,25.973820618798676
qwen3-8b,structural,structural:procurement_suppliers-receipt_variance-02:sub-operations-first-only:after_first_success,procurement_suppliers-receipt_variance-02,resolve_receipt_variance,procurement_suppliers,sub-operations-first-only,unavailable,-46.22376220418575,-14.151353385266447,32.07240881891931
qwen3-8b,structural,structural:procurement_suppliers-receipt_variance-02:sub-operations-no-first:pre_action,procurement_suppliers-receipt_variance-02,resolve_receipt_variance,procurement_suppliers,sub-operations-no-first,unavailable,-22.446715689659335,-21.45945938202359,0.9872563076357466
qwen3-8b,structural,structural:procurement_suppliers-receipt_variance-02:sub-operations-no-gold:pre_action,procurement_suppliers-receipt_variance-02,resolve_receipt_variance,procurement_suppliers,sub-operations-no-gold,budget_exhausted,-22.446715689659335,-11.953275137146953,10.493440552512382
qwen3-8b,structural,structural:procurement_suppliers-receipt_variance-02:sub-operations-no-last:after_penultimate_success,procurement_suppliers-receipt_variance-02,resolve_receipt_variance,procurement_suppliers,sub-operations-no-last,budget_exhausted,-31.973785485715553,-17.50000044672109,14.473785038994464
qwen3-8b,structural,structural:procurement_suppliers-receipt_variance-03:sub-operations-first-only:after_first_success,procurement_suppliers-receipt_variance-03,resolve_receipt_variance,procurement_suppliers,sub-operations-first-only,budget_exhausted,-45.224041510310364,-18.397080851728397,26.826960658581967
qwen3-8b,structural,structural:procurement_suppliers-receipt_variance-03:sub-operations-no-first:pre_action,procurement_suppliers-receipt_variance-03,resolve_receipt_variance,procurement_suppliers,sub-operations-no-first,unavailable,-22.838330616908245,-20.419537733762134,2.4187928831461107
qwen3-8b,structural,structural:procurement_suppliers-receipt_variance-03:sub-operations-no-gold:pre_action,procurement_suppliers-receipt_variance-03,resolve_receipt_variance,procurement_suppliers,sub-operations-no-gold,unavailable,-22.838330616908245,-3.4745587246354788,19.363771892272766
qwen3-8b,structural,structural:procurement_suppliers-receipt_variance-03:sub-operations-no-last:after_penultimate_success,procurement_suppliers-receipt_variance-03,resolve_receipt_variance,procurement_suppliers,sub-operations-no-last,budget_exhausted,-41.7238107414925,-16.375008175522524,25.348802565969976
qwen3-8b,structural,structural:procurement_suppliers-receipt_variance-04:sub-operations-first-only:after_first_success,procurement_suppliers-receipt_variance-04,resolve_receipt_variance,procurement_suppliers,sub-operations-first-only,unavailable,-55.5987756513097,-20.360326843485026,35.238448807824675
qwen3-8b,structural,structural:procurement_suppliers-receipt_variance-04:sub-operations-no-first:pre_action,procurement_suppliers-receipt_variance-04,resolve_receipt_variance,procurement_suppliers,sub-operations-no-first,unavailable,-23.098087960014205,-22.36759178858997,0.7304961714242353
qwen3-8b,structural,structural:procurement_suppliers-receipt_variance-04:sub-operations-no-gold:pre_action,procurement_suppliers-receipt_variance-04,resolve_receipt_variance,procurement_suppliers,sub-operations-no-gold,unavailable,-23.098087960014205,-13.458582380649581,9.639505579364624
qwen3-8b,structural,structural:procurement_suppliers-receipt_variance-04:sub-operations-no-last:after_penultimate_success,procurement_suppliers-receipt_variance-04,resolve_receipt_variance,procurement_suppliers,sub-operations-no-last,budget_exhausted,-46.973775916124985,-17.500005159657313,29.473770756467673
qwen3-8b,structural,structural:procurement_suppliers-return_authorization-00:sub-operations-first-only:after_first_success,procurement_suppliers-return_authorization-00,resolve_return_authorization,procurement_suppliers,sub-operations-first-only,unavailable,-36.598836951008174,-13.32038209662263,23.278454854385544
qwen3-8b,structural,structural:procurement_suppliers-return_authorization-00:sub-operations-no-first:pre_action,procurement_suppliers-return_authorization-00,resolve_return_authorization,procurement_suppliers,sub-operations-no-first,unavailable,-13.239456195521946,-14.299668459531688,-1.060212264009742
qwen3-8b,structural,structural:procurement_suppliers-return_authorization-00:sub-operations-no-gold:pre_action,procurement_suppliers-return_authorization-00,resolve_return_authorization,procurement_suppliers,sub-operations-no-gold,unavailable,-13.239456195521946,-7.724445205406411,5.515010990115535
qwen3-8b,structural,structural:procurement_suppliers-return_authorization-00:sub-operations-no-last:after_penultimate_success,procurement_suppliers-return_authorization-00,resolve_return_authorization,procurement_suppliers,sub-operations-no-last,budget_exhausted,-26.97388364280451,-15.500382471456284,11.473501171348225
qwen3-8b,structural,structural:procurement_suppliers-return_authorization-01:sub-operations-first-only:after_first_success,procurement_suppliers-return_authorization-01,resolve_return_authorization,procurement_suppliers,sub-operations-first-only,budget_exhausted,-38.473810737339335,-13.314638216257265,25.15917252108207
qwen3-8b,structural,structural:procurement_suppliers-return_authorization-01:sub-operations-no-first:pre_action,procurement_suppliers-return_authorization-01,resolve_return_authorization,procurement_suppliers,sub-operations-no-first,unavailable,-14.741733947758938,-15.673184959133877,-0.9314510113749392
qwen3-8b,structural,structural:procurement_suppliers-return_authorization-01:sub-operations-no-gold:pre_action,procurement_suppliers-return_authorization-01,resolve_return_authorization,procurement_suppliers,sub-operations-no-gold,unavailable,-14.741733947758938,-10.003677738245997,4.738056209512941
qwen3-8b,structural,structural:procurement_suppliers-return_authorization-01:sub-operations-no-last:after_penultimate_success,procurement_suppliers-return_authorization-01,resolve_return_authorization,procurement_suppliers,sub-operations-no-last,budget_exhausted,-28.47380964703475,-15.750003365505556,12.723806281529193
qwen3-8b,structural,structural:procurement_suppliers-return_authorization-02:sub-operations-first-only:after_first_success,procurement_suppliers-return_authorization-02,resolve_return_authorization,procurement_suppliers,sub-operations-first-only,budget_exhausted,-32.466725458811055,-15.04873786982401,17.417987588987046
qwen3-8b,structural,structural:procurement_suppliers-return_authorization-02:sub-operations-no-first:pre_action,procurement_suppliers-return_authorization-02,resolve_return_authorization,procurement_suppliers,sub-operations-no-first,unavailable,-13.119295590664414,-10.189508139646975,2.9297874510174395
qwen3-8b,structural,structural:procurement_suppliers-return_authorization-02:sub-operations-no-gold:pre_action,procurement_suppliers-return_authorization-02,resolve_return_authorization,procurement_suppliers,sub-operations-no-gold,unavailable,-13.119295590664414,-7.159805384797913,5.959490205866501
qwen3-8b,structural,structural:procurement_suppliers-return_authorization-02:sub-operations-no-last:after_penultimate_success,procurement_suppliers-return_authorization-02,resolve_return_authorization,procurement_suppliers,sub-operations-no-last,budget_exhausted,-30.223939553740898,-16.25000218922648,13.97393736451442
qwen3-8b,structural,structural:procurement_suppliers-return_authorization-03:sub-operations-first-only:after_first_success,procurement_suppliers-return_authorization-03,resolve_return_authorization,procurement_suppliers,sub-operations-first-only,budget_exhausted,-34.72381275163055,-13.002088120492523,21.721724631138024
qwen3-8b,structural,structural:procurement_suppliers-return_authorization-03:sub-operations-no-first:pre_action,procurement_suppliers-return_authorization-03,resolve_return_authorization,procurement_suppliers,sub-operations-no-first,unavailable,-16.114973203621567,-13.03280014017163,3.082173063449936
qwen3-8b,structural,structural:procurement_suppliers-return_authorization-03:sub-operations-no-gold:pre_action,procurement_suppliers-return_authorization-03,resolve_return_authorization,procurement_suppliers,sub-operations-no-gold,budget_exhausted,-16.114973203621567,-10.292493033663249,5.822480169958318
qwen3-8b,structural,structural:procurement_suppliers-return_authorization-03:sub-operations-no-last:after_penultimate_success,procurement_suppliers-return_authorization-03,resolve_return_authorization,procurement_suppliers,sub-operations-no-last,budget_exhausted,-33.84883223142386,-15.00000367532541,18.848828556098454
qwen3-8b,structural,structural:procurement_suppliers-supplier_eligibility-00:sub-operations-first-only:after_first_success,procurement_suppliers-supplier_eligibility-00,resolve_supplier_eligibility,procurement_suppliers,sub-operations-first-only,budget_exhausted,-32.09912894573858,-14.793666102023728,17.30546284371485
qwen3-8b,structural,structural:procurement_suppliers-supplier_eligibility-00:sub-operations-no-first:pre_action,procurement_suppliers-supplier_eligibility-00,resolve_supplier_eligibility,procurement_suppliers,sub-operations-no-first,budget_exhausted,-14.736041719675121,-13.50954299044394,1.2264987292311815
qwen3-8b,structural,structural:procurement_suppliers-supplier_eligibility-00:sub-operations-no-gold:pre_action,procurement_suppliers-supplier_eligibility-00,resolve_supplier_eligibility,procurement_suppliers,sub-operations-no-gold,unavailable,-14.736041719675121,-10.338569315296894,4.397472404378227
qwen3-8b,structural,structural:procurement_suppliers-supplier_eligibility-00:sub-operations-no-last:after_penultimate_success,procurement_suppliers-supplier_eligibility-00,resolve_supplier_eligibility,procurement_suppliers,sub-operations-no-last,budget_exhausted,-31.974376844182807,-23.556434417751063,8.417942426431743
qwen3-8b,structural,structural:procurement_suppliers-supplier_eligibility-01:sub-operations-first-only:after_first_success,procurement_suppliers-supplier_eligibility-01,resolve_supplier_eligibility,procurement_suppliers,sub-operations-first-only,unavailable,-36.573330334051214,-12.741360705492525,23.83196962855869
qwen3-8b,structural,structural:procurement_suppliers-supplier_eligibility-01:sub-operations-no-first:pre_action,procurement_suppliers-supplier_eligibility-01,resolve_supplier_eligibility,procurement_suppliers,sub-operations-no-first,unavailable,-20.414264991937003,-13.637104407641324,6.777160584295679
qwen3-8b,structural,structural:procurement_suppliers-supplier_eligibility-01:sub-operations-no-gold:pre_action,procurement_suppliers-supplier_eligibility-01,resolve_supplier_eligibility,procurement_suppliers,sub-operations-no-gold,unavailable,-20.414264991937003,-10.284249209713195,10.130015782223808
qwen3-8b,structural,structural:procurement_suppliers-supplier_eligibility-01:sub-operations-no-last:after_penultimate_success,procurement_suppliers-supplier_eligibility-01,resolve_supplier_eligibility,procurement_suppliers,sub-operations-no-last,budget_exhausted,-32.2247386184337,-13.625299278535564,18.599439339898133
qwen3-8b,structural,structural:procurement_suppliers-supplier_eligibility-02:sub-operations-first-only:after_first_success,procurement_suppliers-supplier_eligibility-02,resolve_supplier_eligibility,procurement_suppliers,sub-operations-first-only,unavailable,-33.34883038377382,-14.00743461013375,19.341395773640073
qwen3-8b,structural,structural:procurement_suppliers-supplier_eligibility-02:sub-operations-no-first:pre_action,procurement_suppliers-supplier_eligibility-02,resolve_supplier_eligibility,procurement_suppliers,sub-operations-no-first,unavailable,-15.935290925579537,-13.923687332066955,2.0116035935125822
qwen3-8b,structural,structural:procurement_suppliers-supplier_eligibility-02:sub-operations-no-gold:pre_action,procurement_suppliers-supplier_eligibility-02,resolve_supplier_eligibility,procurement_suppliers,sub-operations-no-gold,unavailable,-15.935290925579537,-15.596599126520225,0.3386917990593119
qwen3-8b,structural,structural:procurement_suppliers-supplier_eligibility-02:sub-operations-no-last:after_penultimate_success,procurement_suppliers-supplier_eligibility-02,resolve_supplier_eligibility,procurement_suppliers,sub-operations-no-last,budget_exhausted,-31.099168457555358,-14.250433014276616,16.84873544327874
qwen3-8b,structural,structural:procurement_suppliers-supplier_eligibility-03:sub-operations-first-only:after_first_success,procurement_suppliers-supplier_eligibility-03,resolve_supplier_eligibility,procurement_suppliers,sub-operations-first-only,budget_exhausted,-36.34950293902594,-21.787730478231794,14.561772460794145
qwen3-8b,structural,structural:procurement_suppliers-supplier_eligibility-03:sub-operations-no-first:pre_action,procurement_suppliers-supplier_eligibility-03,resolve_supplier_eligibility,procurement_suppliers,sub-operations-no-first,unavailable,-18.743145776414096,-14.713398029370126,4.02974774704397
qwen3-8b,structural,structural:procurement_suppliers-supplier_eligibility-03:sub-operations-no-gold:pre_action,procurement_suppliers-supplier_eligibility-03,resolve_supplier_eligibility,procurement_suppliers,sub-operations-no-gold,unavailable,-18.743145776414096,-12.830510828850784,5.912634947563312
qwen3-8b,structural,structural:procurement_suppliers-supplier_eligibility-03:sub-operations-no-last:after_penultimate_success,procurement_suppliers-supplier_eligibility-03,resolve_supplier_eligibility,procurement_suppliers,sub-operations-no-last,budget_exhausted,-35.473805231110546,-14.630744802320066,20.84306042879048
qwen3-8b,structural,structural:procurement_suppliers-supplier_eligibility-04:sub-operations-first-only:after_first_success,procurement_suppliers-supplier_eligibility-04,resolve_supplier_eligibility,procurement_suppliers,sub-operations-first-only,budget_exhausted,-34.035160954115376,-15.807832524545631,18.227328429569745
qwen3-8b,structural,structural:procurement_suppliers-supplier_eligibility-04:sub-operations-no-first:pre_action,procurement_suppliers-supplier_eligibility-04,resolve_supplier_eligibility,procurement_suppliers,sub-operations-no-first,unavailable,-17.49808577028994,-16.23350674510285,1.2645790251870892
qwen3-8b,structural,structural:procurement_suppliers-supplier_eligibility-04:sub-operations-no-gold:pre_action,procurement_suppliers-supplier_eligibility-04,resolve_supplier_eligibility,procurement_suppliers,sub-operations-no-gold,unavailable,-17.49808577028994,-14.463604141867833,3.034481628422107
qwen3-8b,structural,structural:procurement_suppliers-supplier_eligibility-04:sub-operations-no-last:after_penultimate_success,procurement_suppliers-supplier_eligibility-04,resolve_supplier_eligibility,procurement_suppliers,sub-operations-no-last,budget_exhausted,-33.47379285644429,-15.375067389643405,18.098725466800886
qwen3-8b,structural,structural:procurement_suppliers-vendor_score-00:sub-operations-first-only:after_first_success,procurement_suppliers-vendor_score-00,resolve_vendor_score,procurement_suppliers,sub-operations-first-only,budget_exhausted,-27.34892322065094,-14.876097160336123,12.472826060314816
qwen3-8b,structural,structural:procurement_suppliers-vendor_score-00:sub-operations-no-first:pre_action,procurement_suppliers-vendor_score-00,resolve_vendor_score,procurement_suppliers,sub-operations-no-first,unavailable,-14.514753300791206,-16.64380209770107,-2.1290487969098635
qwen3-8b,structural,structural:procurement_suppliers-vendor_score-00:sub-operations-no-gold:pre_action,procurement_suppliers-vendor_score-00,resolve_vendor_score,procurement_suppliers,sub-operations-no-gold,unavailable,-14.514753300791206,-17.498800280960218,-2.984046980169012
qwen3-8b,structural,structural:procurement_suppliers-vendor_score-00:sub-operations-no-last:after_penultimate_success,procurement_suppliers-vendor_score-00,resolve_vendor_score,procurement_suppliers,sub-operations-no-last,budget_exhausted,-25.348803477243088,-17.125000784031513,8.223802693211574
qwen3-8b,structural,structural:procurement_suppliers-vendor_score-01:sub-operations-first-only:after_first_success,procurement_suppliers-vendor_score-01,resolve_vendor_score,procurement_suppliers,sub-operations-first-only,budget_exhausted,-30.59859585306029,-14.751850770214972,15.846745082845317
qwen3-8b,structural,structural:procurement_suppliers-vendor_score-01:sub-operations-no-first:pre_action,procurement_suppliers-vendor_score-01,resolve_vendor_score,procurement_suppliers,sub-operations-no-first,unavailable,-17.472239572173727,-16.862902489144332,0.6093370830293949
qwen3-8b,structural,structural:procurement_suppliers-vendor_score-01:sub-operations-no-gold:pre_action,procurement_suppliers-vendor_score-01,resolve_vendor_score,procurement_suppliers,sub-operations-no-gold,unavailable,-17.472239572173727,-19.552660569045123,-2.0804209968713963
qwen3-8b,structural,structural:procurement_suppliers-vendor_score-01:sub-operations-no-last:after_penultimate_success,procurement_suppliers-vendor_score-01,resolve_vendor_score,procurement_suppliers,sub-operations-no-last,budget_exhausted,-26.72380476198296,-17.250002375960754,9.473802386022207
qwen3-8b,structural,structural:procurement_suppliers-vendor_score-02:sub-operations-first-only:after_first_success,procurement_suppliers-vendor_score-02,resolve_vendor_score,procurement_suppliers,sub-operations-first-only,budget_exhausted,-30.10121705474259,-14.625210648094601,15.47600640664799
qwen3-8b,structural,structural:procurement_suppliers-vendor_score-02:sub-operations-no-first:pre_action,procurement_suppliers-vendor_score-02,resolve_vendor_score,procurement_suppliers,sub-operations-no-first,unavailable,-14.727436227454646,-17.668099076430053,-2.940662848975407
qwen3-8b,structural,structural:procurement_suppliers-vendor_score-02:sub-operations-no-gold:pre_action,procurement_suppliers-vendor_score-02,resolve_vendor_score,procurement_suppliers,sub-operations-no-gold,unavailable,-14.727436227454646,-17.71543578920314,-2.987999561748495
qwen3-8b,structural,structural:procurement_suppliers-vendor_score-02:sub-operations-no-last:after_penultimate_success,procurement_suppliers-vendor_score-02,resolve_vendor_score,procurement_suppliers,sub-operations-no-last,budget_exhausted,-25.59880133383148,-15.87500767955121,9.723793654280271
qwen3-8b,structural,structural:procurement_suppliers-vendor_score-03:sub-operations-first-only:after_first_success,procurement_suppliers-vendor_score-03,resolve_vendor_score,procurement_suppliers,sub-operations-first-only,budget_exhausted,-29.973925294165355,-15.375023946465369,14.598901347699986
qwen3-8b,structural,structural:procurement_suppliers-vendor_score-03:sub-operations-no-first:pre_action,procurement_suppliers-vendor_score-03,resolve_vendor_score,procurement_suppliers,sub-operations-no-first,unavailable,-13.934263957270943,-16.71229328750635,-2.7780293302354053
qwen3-8b,structural,structural:procurement_suppliers-vendor_score-03:sub-operations-no-gold:pre_action,procurement_suppliers-vendor_score-03,resolve_vendor_score,procurement_suppliers,sub-operations-no-gold,unavailable,-13.934263957270943,-16.502396717346976,-2.5681327600760326
qwen3-8b,structural,structural:procurement_suppliers-vendor_score-03:sub-operations-no-last:after_penultimate_success,procurement_suppliers-vendor_score-03,resolve_vendor_score,procurement_suppliers,sub-operations-no-last,budget_exhausted,-27.349186831370055,-18.375000231079838,8.974186600290217
qwen3-8b,structural,structural:procurement_suppliers-vendor_score-04:sub-operations-first-only:after_first_success,procurement_suppliers-vendor_score-04,resolve_vendor_score,procurement_suppliers,sub-operations-first-only,budget_exhausted,-33.47333100564554,-15.000052635940769,18.473278369704772
qwen3-8b,structural,structural:procurement_suppliers-vendor_score-04:sub-operations-no-first:pre_action,procurement_suppliers-vendor_score-04,resolve_vendor_score,procurement_suppliers,sub-operations-no-first,unavailable,-17.202942920405718,-18.573107692241244,-1.370164771835526
