model,family,control,recipient_pair_id,donor_pair_id
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_citation_target-04:decoy-observation,semantic:stateful-pricing_billing-set_shipping_minimum_charge-01:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_contract_deadline_offset-00:decoy-observation,semantic:stateful-procurement_suppliers-set_contract_allowed_price-03:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_contract_deadline_offset-01:decoy-observation,semantic:stateful-contracts_documents-set_signature_event_type-03:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_contract_deadline_offset-02:decoy-observation,semantic:stateful-pricing_billing-set_currency_exchange_rate-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_contract_deadline_offset-03:decoy-observation,semantic:stateful-inventory_fulfillment-apply_sales_reservation-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_contract_deadline_offset-04:decoy-observation,semantic:stateful-procurement_suppliers-set_expedited_delivery_days-03:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_document_section_text-00:decoy-observation,semantic:stateful-workforce_access-set_badge_validity_days-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_document_section_text-01:decoy-observation,semantic:stateful-contracts_documents-set_revision_approval-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_document_section_text-02:decoy-observation,semantic:stateful-contracts_documents-set_revision_approval-03:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_document_section_text-03:decoy-observation,semantic:stateful-workforce_access-set_overtime_approval_threshold-01:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_document_section_text-04:decoy-observation,semantic:stateful-procurement_suppliers-set_expedited_delivery_days-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_effective_clause_text-00:decoy-observation,semantic:stateful-customer_support-set_case_priority-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_effective_clause_text-01:decoy-observation,semantic:stateful-workforce_access-set_access_minimum_clearance-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_effective_clause_text-02:decoy-observation,semantic:stateful-finance_ledger-set_journal_debit_amount-01:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_effective_clause_text-03:decoy-observation,semantic:stateful-finance_ledger-set_account_hold_amount-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_effective_clause_text-04:decoy-observation,semantic:stateful-procurement_suppliers-set_purchase_approval_threshold-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_obligation_party-00:decoy-observation,semantic:stateful-workforce_access-set_leave_ledger_units-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_obligation_party-01:decoy-observation,semantic:stateful-contracts_documents-set_document_section_text-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_obligation_party-02:decoy-observation,semantic:stateful-inventory_fulfillment-set_backorder_customer_tier-01:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_obligation_party-03:decoy-observation,semantic:stateful-workforce_access-set_shift_minimum_rest_hours-01:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_obligation_party-04:decoy-observation,semantic:stateful-inventory_fulfillment-set_reorder_target_cover-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_retention_classification-00:decoy-observation,semantic:stateful-pricing_billing-set_promotion_discount_value-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_retention_classification-01:decoy-observation,semantic:stateful-finance_ledger-set_ledger_entry_amount-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_retention_classification-02:decoy-observation,semantic:stateful-finance_ledger-set_budget_planned_amount-03:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_retention_classification-03:decoy-observation,semantic:stateful-inventory_fulfillment-apply_sales_reservation-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_retention_classification-04:decoy-observation,semantic:stateful-pricing_billing-set_promotion_discount_value-03:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_revision_approval-00:decoy-observation,semantic:stateful-inventory_fulfillment-apply_cycle_count_adjustment-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_revision_approval-01:decoy-observation,semantic:stateful-inventory_fulfillment-apply_cycle_count_adjustment-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_revision_approval-02:decoy-observation,semantic:stateful-customer_support-set_sla_duration_minutes-03:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_revision_approval-03:decoy-observation,semantic:stateful-customer_support-set_case_routing_owner-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_revision_approval-04:decoy-observation,semantic:stateful-compliance_audit-set_assigned_role-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_signature_event_type-00:decoy-observation,semantic:stateful-finance_ledger-set_statement_closing_total-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_signature_event_type-01:decoy-observation,semantic:stateful-workforce_access-set_role_assignment_priority-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_signature_event_type-02:decoy-observation,semantic:stateful-inventory_fulfillment-set_expiry_warning_window-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_signature_event_type-03:decoy-observation,semantic:stateful-compliance_audit-set_remediation_owner-03:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-contracts_documents-set_signature_event_type-04:decoy-observation,semantic:stateful-inventory_fulfillment-set_backorder_customer_tier-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_case_contact_channel-00:decoy-observation,semantic:stateful-pricing_billing-set_credit_adjustment_value-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_case_contact_channel-01:decoy-observation,semantic:stateful-workforce_access-set_badge_validity_days-03:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_case_contact_channel-02:decoy-observation,semantic:stateful-finance_ledger-set_fx_exchange_rate-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_case_contact_channel-03:decoy-observation,semantic:stateful-workforce_access-set_access_minimum_clearance-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_case_contact_channel-04:decoy-observation,semantic:stateful-contracts_documents-set_signature_event_type-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_case_priority-00:decoy-observation,semantic:stateful-compliance_audit-set_assigned_role-01:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_case_priority-01:decoy-observation,semantic:stateful-inventory_fulfillment-set_fulfillment_on_hand_units-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_case_priority-02:decoy-observation,semantic:stateful-workforce_access-set_oncall_capacity-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_case_priority-03:decoy-observation,semantic:stateful-finance_ledger-set_fx_exchange_rate-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_case_priority-04:decoy-observation,semantic:stateful-compliance_audit-set_filing_artifact_count-01:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_case_routing_owner-00:decoy-observation,semantic:stateful-customer_support-set_escalation_target-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_case_routing_owner-01:decoy-observation,semantic:stateful-workforce_access-set_role_assignment_priority-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_case_routing_owner-02:decoy-observation,semantic:stateful-customer_support-set_escalation_target-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_case_routing_owner-03:decoy-observation,semantic:stateful-compliance_audit-set_risk_matrix_score-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_case_routing_owner-04:decoy-observation,semantic:stateful-pricing_billing-set_tax_rate-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_duplicate_similarity_score-00:decoy-observation,semantic:stateful-finance_ledger-set_budget_planned_amount-03:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_duplicate_similarity_score-01:decoy-observation,semantic:stateful-finance_ledger-set_budget_planned_amount-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_duplicate_similarity_score-02:decoy-observation,semantic:stateful-inventory_fulfillment-apply_sales_reservation-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_duplicate_similarity_score-03:decoy-observation,semantic:stateful-inventory_fulfillment-set_source_transfer_cost-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_duplicate_similarity_score-04:decoy-observation,semantic:stateful-finance_ledger-post_transaction_fee-01:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_escalation_target-00:decoy-observation,semantic:stateful-procurement_suppliers-set_supplier_performance_value-03:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_escalation_target-01:decoy-observation,semantic:stateful-finance_ledger-post_transaction_fee-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_escalation_target-02:decoy-observation,semantic:stateful-pricing_billing-set_order_discount_value-01:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_escalation_target-03:decoy-observation,semantic:stateful-finance_ledger-set_account_hold_amount-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_escalation_target-04:decoy-observation,semantic:stateful-pricing_billing-set_contract_adjustment_value-03:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_next_case_action-00:decoy-observation,semantic:stateful-compliance_audit-set_exception_extension_days-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_next_case_action-01:decoy-observation,semantic:stateful-procurement_suppliers-set_supplier_certification_level-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_next_case_action-02:decoy-observation,semantic:stateful-procurement_suppliers-assign_quote_supplier-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_next_case_action-03:decoy-observation,semantic:stateful-inventory_fulfillment-set_backorder_customer_tier-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_next_case_action-04:decoy-observation,semantic:stateful-inventory_fulfillment-set_reorder_target_cover-01:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_refund_maximum_amount-00:decoy-observation,semantic:stateful-pricing_billing-set_currency_exchange_rate-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_refund_maximum_amount-01:decoy-observation,semantic:stateful-procurement_suppliers-set_contract_allowed_price-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_refund_maximum_amount-02:decoy-observation,semantic:stateful-procurement_suppliers-set_supplier_performance_value-03:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_refund_maximum_amount-03:decoy-observation,semantic:stateful-finance_ledger-set_fx_exchange_rate-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_refund_maximum_amount-04:decoy-observation,semantic:stateful-compliance_audit-set_retention_years-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_sla_duration_minutes-00:decoy-observation,semantic:stateful-contracts_documents-set_revision_approval-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_sla_duration_minutes-01:decoy-observation,semantic:stateful-procurement_suppliers-set_expedited_delivery_days-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_sla_duration_minutes-02:decoy-observation,semantic:stateful-compliance_audit-set_retention_years-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_sla_duration_minutes-03:decoy-observation,semantic:stateful-customer_support-set_escalation_target-03:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-customer_support-set_sla_duration_minutes-04:decoy-observation,semantic:stateful-compliance_audit-set_remediation_owner-01:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-post_transaction_fee-00:decoy-observation,semantic:stateful-workforce_access-set_delegation_allowed_actions-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-post_transaction_fee-01:decoy-observation,semantic:stateful-finance_ledger-set_budget_planned_amount-01:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-post_transaction_fee-02:decoy-observation,semantic:stateful-pricing_billing-set_shipping_minimum_charge-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-post_transaction_fee-03:decoy-observation,semantic:stateful-procurement_suppliers-set_supplier_performance_value-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-post_transaction_fee-04:decoy-observation,semantic:stateful-finance_ledger-set_payment_status_code-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-record_tax_basis-00:decoy-observation,semantic:stateful-inventory_fulfillment-set_bin_pick_sequence-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-record_tax_basis-01:decoy-observation,semantic:stateful-inventory_fulfillment-set_source_transfer_cost-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-record_tax_basis-02:decoy-observation,semantic:stateful-inventory_fulfillment-set_bin_pick_sequence-01:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-record_tax_basis-03:decoy-observation,semantic:stateful-inventory_fulfillment-set_expiry_warning_window-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-record_tax_basis-04:decoy-observation,semantic:stateful-customer_support-set_case_routing_owner-01:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_account_hold_amount-00:decoy-observation,semantic:stateful-contracts_documents-set_obligation_party-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_account_hold_amount-01:decoy-observation,semantic:stateful-customer_support-set_next_case_action-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_account_hold_amount-02:decoy-observation,semantic:stateful-customer_support-set_sla_duration_minutes-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_account_hold_amount-03:decoy-observation,semantic:stateful-inventory_fulfillment-set_backorder_customer_tier-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_account_hold_amount-04:decoy-observation,semantic:stateful-customer_support-set_next_case_action-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_audit_event_reference-00:decoy-observation,semantic:stateful-finance_ledger-record_tax_basis-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_audit_event_reference-01:decoy-observation,semantic:stateful-pricing_billing-activate_margin_floor-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_audit_event_reference-02:decoy-observation,semantic:stateful-customer_support-set_next_case_action-01:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_audit_event_reference-03:decoy-observation,semantic:stateful-contracts_documents-set_retention_classification-01:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_audit_event_reference-04:decoy-observation,semantic:stateful-contracts_documents-set_contract_deadline_offset-01:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_budget_planned_amount-00:decoy-observation,semantic:stateful-finance_ledger-record_tax_basis-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_budget_planned_amount-01:decoy-observation,semantic:stateful-customer_support-set_next_case_action-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_budget_planned_amount-02:decoy-observation,semantic:stateful-finance_ledger-post_transaction_fee-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_budget_planned_amount-03:decoy-observation,semantic:stateful-pricing_billing-set_currency_exchange_rate-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_budget_planned_amount-04:decoy-observation,semantic:stateful-customer_support-set_refund_maximum_amount-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_fx_exchange_rate-00:decoy-observation,semantic:stateful-customer_support-set_refund_maximum_amount-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_fx_exchange_rate-01:decoy-observation,semantic:stateful-customer_support-set_case_priority-01:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_fx_exchange_rate-02:decoy-observation,semantic:stateful-pricing_billing-set_currency_exchange_rate-03:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_fx_exchange_rate-03:decoy-observation,semantic:stateful-pricing_billing-set_order_discount_value-01:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_fx_exchange_rate-04:decoy-observation,semantic:stateful-workforce_access-set_access_minimum_clearance-03:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_journal_debit_amount-00:decoy-observation,semantic:stateful-finance_ledger-post_transaction_fee-03:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_journal_debit_amount-01:decoy-observation,semantic:stateful-finance_ledger-set_budget_planned_amount-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_journal_debit_amount-02:decoy-observation,semantic:stateful-contracts_documents-set_retention_classification-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_journal_debit_amount-03:decoy-observation,semantic:stateful-contracts_documents-set_citation_target-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_journal_debit_amount-04:decoy-observation,semantic:stateful-contracts_documents-set_effective_clause_text-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_ledger_entry_amount-00:decoy-observation,semantic:stateful-inventory_fulfillment-set_fulfillment_on_hand_units-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_ledger_entry_amount-01:decoy-observation,semantic:stateful-finance_ledger-set_payment_status_code-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_ledger_entry_amount-02:decoy-observation,semantic:stateful-customer_support-set_escalation_target-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_ledger_entry_amount-03:decoy-observation,semantic:stateful-contracts_documents-set_effective_clause_text-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_ledger_entry_amount-04:decoy-observation,semantic:stateful-compliance_audit-set_retention_years-03:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_payment_status_code-00:decoy-observation,semantic:stateful-finance_ledger-set_audit_event_reference-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_payment_status_code-01:decoy-observation,semantic:stateful-inventory_fulfillment-set_warehouse_capacity_volume-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_payment_status_code-02:decoy-observation,semantic:stateful-compliance_audit-set_assigned_role-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_payment_status_code-03:decoy-observation,semantic:stateful-procurement_suppliers-set_expedited_delivery_days-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_payment_status_code-04:decoy-observation,semantic:stateful-finance_ledger-set_budget_planned_amount-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_statement_closing_total-00:decoy-observation,semantic:stateful-finance_ledger-set_ledger_entry_amount-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_statement_closing_total-01:decoy-observation,semantic:stateful-customer_support-set_duplicate_similarity_score-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_statement_closing_total-02:decoy-observation,semantic:stateful-pricing_billing-set_currency_exchange_rate-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_statement_closing_total-03:decoy-observation,semantic:stateful-finance_ledger-set_payment_status_code-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-finance_ledger-set_statement_closing_total-04:decoy-observation,semantic:stateful-inventory_fulfillment-set_reorder_target_cover-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-inventory_fulfillment-apply_cycle_count_adjustment-00:decoy-observation,semantic:stateful-procurement_suppliers-set_supplier_transit_days-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-inventory_fulfillment-apply_cycle_count_adjustment-01:decoy-observation,semantic:stateful-inventory_fulfillment-set_expiry_warning_window-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-inventory_fulfillment-apply_cycle_count_adjustment-02:decoy-observation,semantic:stateful-workforce_access-set_access_minimum_clearance-03:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-inventory_fulfillment-apply_cycle_count_adjustment-03:decoy-observation,semantic:stateful-pricing_billing-set_shipping_minimum_charge-01:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-inventory_fulfillment-apply_cycle_count_adjustment-04:decoy-observation,semantic:stateful-procurement_suppliers-set_supplier_transit_days-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-inventory_fulfillment-apply_sales_reservation-00:decoy-observation,semantic:stateful-procurement_suppliers-set_supplier_performance_value-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-inventory_fulfillment-apply_sales_reservation-01:decoy-observation,semantic:stateful-finance_ledger-post_transaction_fee-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-inventory_fulfillment-apply_sales_reservation-02:decoy-observation,semantic:stateful-inventory_fulfillment-set_bin_pick_sequence-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-inventory_fulfillment-apply_sales_reservation-03:decoy-observation,semantic:stateful-inventory_fulfillment-set_bin_pick_sequence-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-inventory_fulfillment-apply_sales_reservation-04:decoy-observation,semantic:stateful-compliance_audit-set_exception_extension_days-01:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-inventory_fulfillment-set_backorder_customer_tier-00:decoy-observation,semantic:stateful-workforce_access-set_leave_ledger_units-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-inventory_fulfillment-set_backorder_customer_tier-01:decoy-observation,semantic:stateful-inventory_fulfillment-set_reorder_target_cover-03:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-inventory_fulfillment-set_backorder_customer_tier-02:decoy-observation,semantic:stateful-pricing_billing-set_promotion_discount_value-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-inventory_fulfillment-set_backorder_customer_tier-03:decoy-observation,semantic:stateful-procurement_suppliers-set_goods_receipt_quantity-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-inventory_fulfillment-set_backorder_customer_tier-04:decoy-observation,semantic:stateful-inventory_fulfillment-set_expiry_warning_window-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-inventory_fulfillment-set_bin_pick_sequence-00:decoy-observation,semantic:stateful-customer_support-set_case_routing_owner-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-inventory_fulfillment-set_bin_pick_sequence-01:decoy-observation,semantic:stateful-contracts_documents-set_contract_deadline_offset-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-inventory_fulfillment-set_bin_pick_sequence-02:decoy-observation,semantic:stateful-workforce_access-set_role_assignment_priority-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-inventory_fulfillment-set_bin_pick_sequence-03:decoy-observation,semantic:stateful-pricing_billing-set_contract_adjustment_value-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-inventory_fulfillment-set_bin_pick_sequence-04:decoy-observation,semantic:stateful-inventory_fulfillment-set_fulfillment_on_hand_units-01:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-inventory_fulfillment-set_expiry_warning_window-00:decoy-observation,semantic:stateful-procurement_suppliers-set_purchase_approval_threshold-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-inventory_fulfillment-set_expiry_warning_window-01:decoy-observation,semantic:stateful-finance_ledger-set_journal_debit_amount-03:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-inventory_fulfillment-set_expiry_warning_window-02:decoy-observation,semantic:stateful-workforce_access-set_badge_validity_days-02:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-inventory_fulfillment-set_expiry_warning_window-03:decoy-observation,semantic:stateful-compliance_audit-set_exception_extension_days-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-inventory_fulfillment-set_expiry_warning_window-04:decoy-observation,semantic:stateful-compliance_audit-set_retention_years-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-inventory_fulfillment-set_fulfillment_on_hand_units-00:decoy-observation,semantic:stateful-pricing_billing-activate_margin_floor-01:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-inventory_fulfillment-set_fulfillment_on_hand_units-01:decoy-observation,semantic:stateful-customer_support-set_duplicate_similarity_score-04:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-inventory_fulfillment-set_fulfillment_on_hand_units-02:decoy-observation,semantic:stateful-procurement_suppliers-assign_quote_supplier-00:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-inventory_fulfillment-set_fulfillment_on_hand_units-03:decoy-observation,semantic:stateful-pricing_billing-set_promotion_discount_value-01:decoy-observation
qwen3-4b,semantic,token_stratified_random,semantic:stateful-inventory_fulfillment-set_fulfillment_on_hand_units-04:decoy-observation,semantic:stateful-pricing_billing-set_currency_exchange_rate-01:decoy-observation
